Geo Point;Geo Shape;id_geofla;code_comm;insee_com;nom_comm;statut;x_chf_lieu;y_chf_lieu;x_centroid;y_centroid;z_moyen;superficie;population;code_cant;code_arr;code_dept;nom_dept;code_reg;nom_region;codgeo;reg;dep;cv;ze2010;libgeo;id_modif_g;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p;dens_poptt;dens_pop75
49.1703590389, 1.68631034904;"{""type"": ""Polygon"", ""coordinates"": [[[1.664303912489401, 49.153951225802906], [1.661447189600663, 49.1568059102407], [1.669312453207125, 49.16923894666107], [1.66633418433297, 49.17572504484967], [1.671824653107445, 49.18089302481719], [1.681200576321076, 49.182740440072266], [1.712019605874025, 49.17841628178358], [1.718249108059671, 49.17332152764872], [1.678668539286597, 49.15619588757421], [1.670203354700428, 49.15804492785797], [1.664303912489401, 49.153951225802906]]]}";27703;429;95429;MONTREUIL-SUR-EPTE;Commune simple;6036;68982;6041;68975;88;731;0.4;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95429;11;95;9516;1119;Montreuil-sur-Epte;ZZZZZZ;442.0;438.0;104.0;69.0;84.0;101.0;61.0;23.0;117.0;62.0;113.0;76.0;50.0;20.0;60.5;3.1
49.1917501413, 1.70277550581;"{""type"": ""Polygon"", ""coordinates"": [[[1.712019605874025, 49.17841628178358], [1.681200576321076, 49.182740440072266], [1.682786591167123, 49.195876550715276], [1.696483244812612, 49.20552052229938], [1.701581484912837, 49.20578236740154], [1.706339192557918, 49.19990817936157], [1.715546355609403, 49.20265915797095], [1.724558855554575, 49.200543004450964], [1.725864323401932, 49.19433473084933], [1.712019605874025, 49.17841628178358]]]}";21433;119;95119;BUHY;Commune simple;6045;69000;6054;68998;102;695;0.3;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95119;11;95;9516;1119;Buhy;ZZZZZZ;310.0;290.0;60.0;49.0;74.0;76.0;41.0;10.0;52.0;48.0;82.0;53.0;40.0;15.0;44.6;1.5
48.9946438183, 1.7398704848;"{""type"": ""Polygon"", ""coordinates"": [[[1.751753677037001, 48.96735787160472], [1.732468928463615, 48.97789371939259], [1.727270503353249, 48.984862474818065], [1.719248306818739, 49.00099194743098], [1.708391598531215, 49.00829496108623], [1.73003533788051, 49.015423621825136], [1.755444721823971, 49.00603122748597], [1.763656030611079, 48.99874175551798], [1.762190379674232, 48.98969750075417], [1.751973724786456, 48.97412319059841], [1.751753677037001, 48.96735787160472]]]}";33833;335;78335;LIMAY;Chef-lieu canton;6074;68777;6077;68779;64;1154;16.3;10;1;78;YVELINES;11;ILE-DE-FRANCE;78335;11;78;7810;1110;Limay;ZZZZZZ;16304.0;15779.0;3751.0;3574.0;3525.0;2960.0;1646.0;849.0;3567.0;3937.0;3234.0;2997.0;1379.0;665.0;1412.8;73.5
49.1167324967, 1.75449250466;"{""type"": ""Polygon"", ""coordinates"": [[[1.754177789712344, 49.09019897287158], [1.745244534240431, 49.09328037027144], [1.740923253177374, 49.09925106170881], [1.744997293120355, 49.10519258142669], [1.738291020099606, 49.1145642323122], [1.731079872284368, 49.123192771465284], [1.741544378510266, 49.13797767923536], [1.766936896743853, 49.13230587101405], [1.771897584515709, 49.1294072402382], [1.769346009728762, 49.123185671336685], [1.778221497827998, 49.11980521132678], [1.779115495912215, 49.11325906018882], [1.774669960765974, 49.10719810725449], [1.760637830271533, 49.1029089046398], [1.754177789712344, 49.09019897287158]]]}";32831;270;95270;GENAINVILLE;Commune simple;6089;68924;6090;68914;126;1056;0.6;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95270;11;95;9516;1119;Genainville;ZZZZZZ;564.0;531.0;109.0;88.0;123.0;134.0;82.0;28.0;95.0;97.0;114.0;141.0;60.0;24.0;53.4;2.7
48.9235015143, 1.76677229339;"{""type"": ""Polygon"", ""coordinates"": [[[1.761479140954789, 48.90888309965742], [1.756990862240175, 48.90771236948403], [1.748978834096256, 48.91124450565141], [1.749242614349484, 48.91219161831579], [1.753093554310521, 48.9217472441088], [1.767330229077598, 48.93087030766791], [1.763394545828061, 48.93680156079344], [1.76861394914874, 48.942377384440945], [1.77628017227938, 48.93802205179067], [1.783341566714193, 48.92561973785074], [1.78481043591284, 48.92525690785004], [1.761479140954789, 48.90888309965742]]]}";31691;281;78281;GOUSSONVILLE;Commune simple;6094;68695;6096;68699;110;465;0.6;07;1;78;YVELINES;11;ILE-DE-FRANCE;78281;11;78;7807;1110;Goussonville;ZZZZZZ;615.0;590.0;130.0;108.0;126.0;144.0;75.0;30.0;130.0;102.0;154.0;139.0;41.0;24.0;132.3;6.5
48.7964306792, 2.25474652922;"{""type"": ""Polygon"", ""coordinates"": [[[2.228842438969429, 48.77447083625746], [2.226559327154523, 48.776102031594036], [2.226627708148486, 48.781588973819794], [2.234962126007343, 48.785878904518896], [2.237015668418128, 48.796235311204], [2.253282111887864, 48.80968520533646], [2.251865120621873, 48.81638584248014], [2.272566370808878, 48.814400009885716], [2.278179169818623, 48.814254149397975], [2.279913901436275, 48.8109188655282], [2.272195653730432, 48.79412525294746], [2.271715007168222, 48.79052468240866], [2.237456852049905, 48.77629800554767], [2.228842438969429, 48.77447083625746]]]}";20022;023;92023;CLAMART;Chef-lieu canton;6457;68558;6452;68554;138;876;52.5;90;1;92;HAUTS-DE-SEINE;11;ILE-DE-FRANCE;92023;11;92;9290;1101;Clamart;ZZZZZZ;52731.0;50655.0;10213.0;9739.0;10842.0;10869.0;6319.0;4749.0;9491.0;9479.0;11150.0;10209.0;6028.0;4300.0;6019.5;542.1
48.6025113399, 2.3021623232;"{""type"": ""Polygon"", ""coordinates"": [[[2.313281782316677, 48.57575656823445], [2.290435266292618, 48.581064931881386], [2.28814589751374, 48.5948955610429], [2.268120878364412, 48.606180515209445], [2.282544095671401, 48.61773753300371], [2.291824538782292, 48.61970910468655], [2.292714326039001, 48.62615508774514], [2.328934734600986, 48.61951020284295], [2.3187902510767, 48.61189646319688], [2.328923407628246, 48.59604997672573], [2.326590094046658, 48.592942326888036], [2.316867985207582, 48.585591488976625], [2.313281782316677, 48.57575656823445]]]}";34405;103;91103;BRETIGNY-SUR-ORGE;Chef-lieu canton;6489;68345;6485;68338;75;1460;23.3;04;3;91;ESSONNE;11;ILE-DE-FRANCE;91103;11;91;9104;1116;Brétigny-sur-Orge;ZZZZZZ;24264.0;22753.0;5271.0;5342.0;5463.0;4341.0;2426.0;1421.0;5031.0;4947.0;5445.0;4205.0;2130.0;994.0;1661.9;97.3
48.5649798617, 2.29920657171;"{""type"": ""Polygon"", ""coordinates"": [[[2.317022752922143, 48.55291979418623], [2.306624643560821, 48.54714723037345], [2.299547238275059, 48.55156773048108], [2.282745353910117, 48.55947393236722], [2.281645124158661, 48.57251122475914], [2.290435266292618, 48.581064931881386], [2.313281782316677, 48.57575656823445], [2.312614467623, 48.56255593460938], [2.317022752922143, 48.55291979418623]]]}";16389;376;91376;MAROLLES-EN-HUREPOIX;Commune simple;6482;68293;6482;68296;86;655;4.8;04;3;91;ESSONNE;11;ILE-DE-FRANCE;91376;11;91;9104;1115;Marolles-en-Hurepoix;ZZZZZZ;4870.0;4731.0;948.0;875.0;1017.0;1030.0;718.0;283.0;961.0;831.0;1041.0;1024.0;633.0;241.0;743.5;43.1
48.9551083387, 2.31443395251;"{""type"": ""Polygon"", ""coordinates"": [[[2.338363986450168, 48.9426136115443], [2.334638901964411, 48.94566853294795], [2.316550676724553, 48.94970345782009], [2.300897639936457, 48.95216715149611], [2.29227863540699, 48.95138816753701], [2.288460772442902, 48.95898243886046], [2.298617176537092, 48.96635333284534], [2.313176738483079, 48.9622200423524], [2.320123477579795, 48.958401766078616], [2.328328131276183, 48.959662019086636], [2.3333129501238, 48.95538233560818], [2.345795945167747, 48.946530297203346], [2.341901158757533, 48.94682372651333], [2.338363986450168, 48.9426136115443]]]}";16494;031;93031;EPINAY-SUR-SEINE;Chef-lieu canton;6493;68729;6497;68730;38;459;54.5;12;3;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;93031;11;93;9312;1101;Épinay-sur-Seine;ZZZZZZ;54540.0;51598.0;13515.0;12090.0;11765.0;9478.0;5211.0;2480.0;12402.0;11992.0;11225.0;8994.0;4860.0;2126.0;11882.4;540.3
48.97016048, 2.30485955429;"{""type"": ""Polygon"", ""coordinates"": [[[2.313176738483079, 48.9622200423524], [2.298617176537092, 48.96635333284534], [2.293576627602872, 48.970424393940846], [2.297857372031162, 48.97508072247284], [2.303379426006342, 48.97891677433378], [2.307017294997445, 48.97759795550272], [2.310849159356491, 48.97193672430413], [2.315934055542483, 48.96440303574498], [2.313176738483079, 48.9622200423524]]]}";24803;210;95210;ENGHIEN-LES-BAINS;Chef-lieu canton;6493;68746;6491;68746;43;176;11.8;09;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95210;11;95;9509;0056;Enghien-les-Bains;ZZZZZZ;11560.0;12121.0;1973.0;2179.0;2407.0;2177.0;1576.0;1248.0;2245.0;2156.0;2640.0;2225.0;1489.0;1367.0;6568.2;708.9
48.6613107676, 2.33108879096;"{""type"": ""Polygon"", ""coordinates"": [[[2.336861537656091, 48.65030936917262], [2.324345880587346, 48.65653565362423], [2.318728500486488, 48.66564267027046], [2.325093494433439, 48.66909698437206], [2.338125432437762, 48.667371050314465], [2.341952353469229, 48.66758113181501], [2.336861537656091, 48.65030936917262]]]}";36433;667;91667;VILLEMOISSON-SUR-ORGE;Commune simple;6507;68407;6507;68403;66;232;7.0;14;3;91;ESSONNE;11;ILE-DE-FRANCE;91667;11;91;9114;1116;Villemoisson-sur-Orge;ZZZZZZ;6977.0;6878.0;1240.0;1264.0;1261.0;1716.0;976.0;521.0;1293.0;1221.0;1391.0;1711.0;813.0;450.0;3007.3;224.5
49.0459598728, 2.33744939306;"{""type"": ""Polygon"", ""coordinates"": [[[2.340479931674323, 49.03843941447378], [2.337726920138061, 49.04410719712599], [2.324541720830554, 49.04508583453642], [2.321950768254383, 49.05075414218842], [2.335293520600364, 49.05147612765483], [2.351985943105786, 49.04472448654221], [2.351719170161092, 49.04198949430244], [2.340479931674323, 49.03843941447378]]]}";22704;409;95409;MOISSELLES;Commune simple;6514;68835;6515;68831;91;149;1.3;06;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95409;11;95;9506;0056;Moisselles;ZZZZZZ;1256.0;1096.0;264.0;250.0;295.0;279.0;117.0;51.0;226.0;234.0;284.0;211.0;100.0;41.0;843.0;34.2
48.7750019561, 1.99344014312;"{""type"": ""Polygon"", ""coordinates"": [[[1.991707355222887, 48.747564467926885], [1.973475056444615, 48.75341764064997], [1.978059992020164, 48.759636366545514], [1.973507485349809, 48.76560579474708], [1.976015743946485, 48.772301365794874], [1.970907900700633, 48.785659415392296], [1.985935301151129, 48.79964836077069], [1.986479116290324, 48.799688951098915], [1.994386896370492, 48.799117143918096], [2.02228483239067, 48.78526336241767], [2.008908229674407, 48.76789260348244], [2.011238394654445, 48.76196645507593], [1.991707355222887, 48.747564467926885]]]}";26404;621;78621;TRAPPES;Chef-lieu canton;6266;68534;6260;68532;166;1370;29.4;24;4;78;YVELINES;11;ILE-DE-FRANCE;78621;11;78;7824;1116;Trappes;ZZZZZZ;29563.0;29529.0;7830.0;6660.0;6220.0;5312.0;2657.0;883.0;7272.0;7837.0;6064.0;5220.0;2424.0;711.0;2157.9;64.5
49.0730257379, 1.99630178022;"{""type"": ""Polygon"", ""coordinates"": [[[1.99473854102525, 49.06342468787169], [1.978613047633484, 49.069259518262754], [1.979823313377882, 49.07522259973857], [1.995076413018758, 49.08342597570345], [2.005836685128333, 49.07769760213414], [2.015039567216964, 49.07745864863598], [2.011789761986521, 49.06770252346651], [1.997751570626545, 49.06612952880322], [1.99473854102525, 49.06342468787169]]]}";14345;181;95181;COURCELLES-SUR-VIOSNE;Commune simple;6270;68869;6266;68863;85;364;0.3;27;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95181;11;95;9527;1119;Courcelles-sur-Viosne;ZZZZZZ;307.0;288.0;68.0;64.0;64.0;76.0;23.0;11.0;56.0;57.0;83.0;65.0;16.0;11.0;84.3;3.0
49.0401503944, 2.05054153983;"{""type"": ""Polygon"", ""coordinates"": [[[2.080873779614281, 49.01900020300508], [2.053200645141348, 49.025007938757234], [2.038230126645515, 49.03372851574129], [2.0382965681898, 49.03678645823639], [2.015834726631276, 49.0398777140786], [2.001838752464734, 49.0528550553669], [2.01060088678476, 49.056128781990466], [2.024370972134307, 49.054371010224], [2.027765173671173, 49.05650270694122], [2.054070647325505, 49.05456356836165], [2.072221766486023, 49.04716964869561], [2.085450417543997, 49.03783821802676], [2.084204716663622, 49.03169595939418], [2.090658278412784, 49.02396659776796], [2.080873779614281, 49.01900020300508]]]}";32833;127;95127;CERGY;Chef-lieu canton;6295;68840;6305;68826;62;1453;57.0;96;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95127;11;95;9596;1119;Cergy;ZZZZZZ;58341.0;56873.0;12668.0;17372.0;12882.0;9924.0;4210.0;1285.0;12874.0;17751.0;12292.0;10068.0;2882.0;1006.0;4015.2;88.5
48.758677648, 2.04850691768;"{""type"": ""Polygon"", ""coordinates"": [[[2.068432941986948, 48.75671468966292], [2.061005617243001, 48.752159190681525], [2.045187350703617, 48.75133216567793], [2.025542613006742, 48.75585970925867], [2.049931039872532, 48.7694671907712], [2.053735529899987, 48.76751858738698], [2.068432941986948, 48.75671468966292]]]}";17695;688;78688;VOISINS-LE-BRETONNEUX;Commune simple;6302;68513;6300;68513;162;362;11.7;05;2;78;YVELINES;11;ILE-DE-FRANCE;78688;11;78;7805;1116;Voisins-le-Bretonneux;ZZZZZZ;11631.0;12366.0;2347.0;2406.0;2196.0;2796.0;1464.0;422.0;2838.0;2514.0;2569.0;3202.0;970.0;273.0;3213.0;116.6
48.671525, 2.07284691795;"{""type"": ""Polygon"", ""coordinates"": [[[2.053903210778219, 48.659175329850044], [2.040835670482707, 48.65797344258466], [2.042071987087787, 48.66386637821476], [2.051973961269219, 48.66298303925262], [2.055361177000532, 48.67242804372312], [2.068271578379628, 48.67733311013891], [2.066511580703986, 48.686899239543344], [2.069763141501779, 48.6889305682248], [2.082078805055938, 48.68545492348468], [2.091167209037983, 48.6831138325649], [2.089099941422779, 48.673895964125705], [2.097108850220394, 48.66629292630138], [2.089052174295692, 48.661823925953584], [2.063153792327551, 48.66200098600529], [2.053903210778219, 48.659175329850044]]]}";15245;411;91411;LES MOLIERES;Commune simple;6314;68417;6317;68416;167;705;2.0;13;3;91;ESSONNE;11;ILE-DE-FRANCE;91411;11;91;9113;1116;Les Molières;ZZZZZZ;1971.0;1804.0;437.0;325.0;402.0;457.0;261.0;91.0;394.0;338.0;360.0;434.0;216.0;63.0;279.6;12.8
48.6198669239, 2.08295423107;"{""type"": ""Polygon"", ""coordinates"": [[[2.077910219523097, 48.5990660377919], [2.064207865869147, 48.59625136494582], [2.054815014596517, 48.60796168189133], [2.057564351767089, 48.61724908881655], [2.042622551407066, 48.626368481887205], [2.051182784867033, 48.63024213288331], [2.061166738494924, 48.62820727123335], [2.086642404613325, 48.632633259353526], [2.103280730326631, 48.640567763268955], [2.117932133813972, 48.63781657729663], [2.116964830820209, 48.6211406804117], [2.10026892714359, 48.61363928694259], [2.077910219523097, 48.5990660377919]]]}";13287;249;91249;FORGES-LES-BAINS;Commune simple;6336;68368;6324;68359;131;1467;3.7;13;3;91;ESSONNE;11;ILE-DE-FRANCE;91249;11;91;9113;1116;Forges-les-Bains;ZZZZZZ;3748.0;3651.0;815.0;676.0;848.0;880.0;407.0;121.0;844.0;672.0;880.0;852.0;307.0;96.0;255.5;8.3
48.5491975829, 2.12662820406;"{""type"": ""Polygon"", ""coordinates"": [[[2.122410068994462, 48.52942244943617], [2.107435756607928, 48.541797741055134], [2.098142660634167, 48.54332894475309], [2.09312433970227, 48.55225995831244], [2.101563674611421, 48.554788944796755], [2.117879971401559, 48.561999968299965], [2.120470314274741, 48.567551694482624], [2.129550296131533, 48.57009236628186], [2.138846663506776, 48.565293199726085], [2.144977610070677, 48.55587362026152], [2.155730605985094, 48.548726599369274], [2.155298704655113, 48.538530929274835], [2.139622056321306, 48.53705110622691], [2.122410068994462, 48.52942244943617]]]}";16748;540;91540;SAINT-CHERON;Chef-lieu canton;6354;68285;6355;68280;115;1150;4.8;24;1;91;ESSONNE;11;ILE-DE-FRANCE;91540;11;91;9124;1116;Saint-Chéron;ZZZZZZ;4817.0;4752.0;948.0;863.0;962.0;1023.0;679.0;343.0;978.0;846.0;1034.0;989.0;618.0;287.0;418.9;29.8
48.8272397741, 2.13014908209;"{""type"": ""Polygon"", ""coordinates"": [[[2.148475927847978, 48.828492685209355], [2.140437002227598, 48.82446882873984], [2.136072645252615, 48.81493966714212], [2.131007668278254, 48.81486698441697], [2.113987690376981, 48.82187437465858], [2.112676124617276, 48.82851123735798], [2.120532066760668, 48.836025262377994], [2.145872522607817, 48.83690143060998], [2.148475927847978, 48.828492685209355]]]}";23827;158;78158;LE CHESNAY;Chef-lieu canton;6361;68581;6361;68589;141;430;29.0;32;4;78;YVELINES;11;ILE-DE-FRANCE;78158;11;78;7832;1116;Le Chesnay;ZZZZZZ;29226.0;29542.0;5136.0;5243.0;5793.0;5750.0;4568.0;2737.0;5433.0;5356.0;6244.0;6025.0;3970.0;2515.0;6796.7;636.5
48.7354339366, 2.1663021309;"{""type"": ""Polygon"", ""coordinates"": [[[2.171682801665039, 48.71480481593371], [2.155101500254648, 48.71806161889856], [2.143858238978392, 48.72312651477437], [2.14590972803261, 48.72986030374798], [2.134979897435428, 48.73713927602578], [2.138892810800436, 48.74312203621529], [2.138958105319269, 48.74658544010203], [2.151345550726766, 48.752628542127844], [2.161767485963957, 48.75247729262705], [2.175249479828439, 48.757518150894995], [2.189517467290176, 48.75416195342405], [2.183383666311336, 48.74278703293373], [2.190237830067613, 48.73928984707484], [2.183186252260458, 48.73019318295198], [2.184788032923727, 48.72687609405772], [2.203462249301238, 48.721047684778995], [2.19347963409199, 48.718695966744626], [2.171682801665039, 48.71480481593371]]]}";1564;534;91534;SACLAY;Commune simple;6392;68481;6386;68486;152;1370;3.2;03;3;91;ESSONNE;11;ILE-DE-FRANCE;91534;11;91;9103;1116;Saclay;ZZZZZZ;3439.0;3003.0;879.0;500.0;797.0;716.0;373.0;174.0;680.0;474.0;670.0;724.0;330.0;125.0;251.0;12.7
48.8210401327, 1.79753784845;"{""type"": ""Polygon"", ""coordinates"": [[[1.791087780778702, 48.80957438812183], [1.781204884682767, 48.81639990138838], [1.784672520035174, 48.818387026562206], [1.785211745717036, 48.83031925726994], [1.799232429734003, 48.83141426638509], [1.806116394928207, 48.830053068459144], [1.813816227486321, 48.82155795650457], [1.811187805654205, 48.81496584093402], [1.80468918176438, 48.81030480741499], [1.803516202107852, 48.813351237622555], [1.798751646608138, 48.81325848548452], [1.791087780778702, 48.80957438812183]]]}";23093;084;78084;BOISSY-SANS-AVOIR;Commune simple;6114;68584;6117;68585;93;407;0.6;15;2;78;YVELINES;11;ILE-DE-FRANCE;78084;11;78;7815;1109;Boissy-sans-Avoir;ZZZZZZ;578.0;596.0;130.0;93.0;115.0;149.0;71.0;20.0;142.0;82.0;153.0;135.0;52.0;32.0;142.0;4.9
48.6898883767, 1.66775518226;"{""type"": ""Polygon"", ""coordinates"": [[[1.671102450392255, 48.67039211178985], [1.667843027361463, 48.67304551750736], [1.658560654464597, 48.67007171970038], [1.644430591310616, 48.67391508761652], [1.631342390221279, 48.66849388253408], [1.626272557911079, 48.66915524729388], [1.615831523715901, 48.67671707620169], [1.606190603630541, 48.67912363847567], [1.611295049484222, 48.68845803360209], [1.620325830614593, 48.68657476180365], [1.628929657011614, 48.68903092133295], [1.626004820274867, 48.694853566485754], [1.640602799022753, 48.69732377460263], [1.649030399022383, 48.7093298810685], [1.668786223603051, 48.7058907275232], [1.685530269028829, 48.71294005789715], [1.695734433635403, 48.713115012818605], [1.709667520859925, 48.71256485924761], [1.706388191548473, 48.70995661691887], [1.717002304704153, 48.69839494907782], [1.726259750141462, 48.695480630393874], [1.706534365242245, 48.68593078062886], [1.691443662447143, 48.6722184033483], [1.671102450392255, 48.67039211178985]]]}";22764;077;78077;LA BOISSIERE-ECOLE;Commune simple;6000;68434;6019;68441;157;2552;0.8;18;2;78;YVELINES;11;ILE-DE-FRANCE;78077;11;78;7818;1112;La Boissière-École;ZZZZZZ;750.0;771.0;175.0;103.0;185.0;171.0;90.0;25.0;173.0;138.0;180.0;180.0;77.0;23.0;29.4;1.0
49.1422072064, 1.76237842439;"{""type"": ""Polygon"", ""coordinates"": [[[1.766936896743853, 49.13230587101405], [1.741544378510266, 49.13797767923536], [1.742531215478929, 49.14700688817758], [1.752199947499205, 49.14621732147087], [1.773945521898504, 49.152303457518585], [1.783691507672081, 49.144741326695865], [1.766936896743853, 49.13230587101405]]]}";36471;309;95309;HODENT;Commune simple;6100;68945;6096;68943;93;441;0.3;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95309;11;95;9516;1119;Hodent;ZZZZZZ;241.0;262.0;44.0;43.0;56.0;51.0;40.0;7.0;66.0;36.0;70.0;49.0;32.0;9.0;54.6;1.6
49.1576020656, 1.93153133198;"{""type"": ""Polygon"", ""coordinates"": [[[1.924573945048639, 49.139581686489855], [1.916187027752243, 49.14349873061082], [1.901855311754715, 49.140059886577056], [1.89356194532222, 49.144003196991136], [1.895355416515463, 49.15952114491072], [1.892026881772171, 49.161945237285614], [1.882430109489557, 49.161281082361675], [1.882568411920376, 49.16249621908859], [1.934331405289275, 49.17356632669385], [1.934876397105304, 49.17040619976572], [1.949402492257501, 49.17086648839001], [1.962697528191434, 49.17460523277635], [1.977989499540044, 49.164126256642575], [1.960146791379805, 49.14797771668365], [1.932035547844638, 49.1439281389018], [1.924573945048639, 49.139581686489855]]]}";2042;142;95142;CHARS;Commune simple;6224;68961;6220;68958;101;1687;1.8;17;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95142;11;95;9517;1119;Chars;ZZZZZZ;1862.0;1766.0;372.0;386.0;406.0;365.0;188.0;145.0;374.0;342.0;392.0;353.0;177.0;128.0;110.4;8.6
48.4534137641, 1.95677183334;"{""type"": ""Polygon"", ""coordinates"": [[[1.97170594231688, 48.437085785296134], [1.956548346789658, 48.436422632083776], [1.942894677475592, 48.44099829336142], [1.934138822125764, 48.44267441629724], [1.930627997848878, 48.453718268149885], [1.955625494159341, 48.47264552298996], [1.968700596260752, 48.4758457253624], [1.966820987901558, 48.4661577292509], [1.974717737616235, 48.46220455783974], [1.980522588094991, 48.45306864742252], [1.97170594231688, 48.437085785296134]]]}";10201;035;91035;AUTHON-LA-PLAINE;Commune simple;6228;68172;6228;68175;152;1047;0.4;07;1;91;ESSONNE;11;ILE-DE-FRANCE;91035;11;91;9107;1116;Authon-la-Plaine;ZZZZZZ;365.0;345.0;67.0;76.0;81.0;94.0;35.0;12.0;76.0;59.0;90.0;84.0;27.0;9.0;34.9;1.1
49.1295034535, 1.95810304373;"{""type"": ""Polygon"", ""coordinates"": [[[1.975343857098651, 49.12460403576604], [1.959265325520375, 49.1188551722451], [1.95043670654354, 49.119174104045875], [1.940960313170787, 49.121689673835114], [1.931102599444414, 49.12936237071461], [1.933896939723112, 49.1320666899578], [1.937164037226161, 49.134451411278484], [1.944080797990007, 49.12990856943394], [1.948548515677621, 49.13121552188426], [1.960922717983235, 49.14482839390474], [1.9820719819381, 49.13082043500353], [1.975343857098651, 49.12460403576604]]]}";33026;584;95584;SANTEUIL;Commune simple;6234;68922;6239;68926;87;536;0.6;17;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95584;11;95;9517;1119;Santeuil;ZZZZZZ;623.0;601.0;111.0;101.0;130.0;162.0;98.0;22.0;100.0;120.0;124.0;174.0;67.0;16.0;116.2;4.2
48.8745763768, 2.4863404591;"{""type"": ""Polygon"", ""coordinates"": [[[2.496392095141793, 48.85990845266075], [2.481534079339178, 48.86140985002166], [2.480615064384121, 48.8674583828927], [2.471635526074948, 48.86975734109321], [2.464761047295889, 48.878072557068755], [2.476639574002479, 48.88866509315368], [2.486801956303967, 48.88703635488287], [2.495247867860519, 48.88375378143201], [2.499162552063106, 48.87796961184403], [2.509129986812812, 48.8779209645943], [2.496392095141793, 48.85990845266075]]]}";16145;064;93064;ROSNY-SOUS-BOIS;Chef-lieu canton;6622;68638;6623;68639;78;592;41.1;26;1;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;93064;11;93;9326;1101;Rosny-sous-Bois;ZZZZZZ;41254.0;41174.0;8453.0;8272.0;9169.0;8106.0;4690.0;2564.0;8044.0;9281.0;9561.0;7776.0;4450.0;2062.0;6968.6;433.2
48.4452091427, 2.54053694793;"{""type"": ""Polygon"", ""coordinates"": [[[2.54636349698345, 48.42732312553891], [2.546189248855285, 48.424020712847366], [2.517310537731094, 48.427685302377284], [2.505029301549868, 48.42986585638301], [2.504750825802262, 48.4479387051915], [2.512904869359598, 48.45235371345716], [2.522141026472235, 48.44947641299832], [2.537574602799753, 48.45063510753158], [2.549157516911746, 48.46562261654991], [2.564845857534463, 48.46443066476809], [2.576775774969459, 48.471283967027574], [2.576783355858629, 48.460272539331996], [2.579324129477323, 48.45378620769342], [2.552854836939619, 48.43969999740097], [2.54636349698345, 48.42732312553891]]]}";11867;185;77185;FLEURY-EN-BIERE;Commune simple;6666;68164;6660;68162;80;1399;0.6;32;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77185;11;77;7732;1105;Fleury-en-Bière;ZZZZZZ;639.0;614.0;130.0;81.0;160.0;134.0;98.0;37.0;131.0;75.0;171.0;139.0;64.0;34.0;45.7;2.6
48.476036197, 2.70159529081;"{""type"": ""Polygon"", ""coordinates"": [[[2.747372173386776, 48.48329347279651], [2.7318802830232, 48.48285468831305], [2.718222989154491, 48.4784869481974], [2.711569605015961, 48.46548949721177], [2.698910977310097, 48.46024025073376], [2.671516292524914, 48.480400076229834], [2.67357165348378, 48.48715282398333], [2.674660171371547, 48.48838827318098], [2.682484146380139, 48.48363252141424], [2.697978002162986, 48.48135193414018], [2.744863905911629, 48.48707545607724], [2.748818116917198, 48.486535124099056], [2.747372173386776, 48.48329347279651]]]}";36492;037;77037;BOIS-LE-ROI;Commune simple;6776;68192;6779;68195;66;694;5.7;13;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77037;11;77;7713;1105;Bois-le-Roi;ZZZZZZ;5649.0;5433.0;1078.0;857.0;974.0;1360.0;897.0;483.0;1085.0;890.0;1033.0;1327.0;682.0;416.0;814.0;69.6
49.0216143314, 2.70583283653;"{""type"": ""Polygon"", ""coordinates"": [[[2.71278405645257, 49.007563008703514], [2.683083575638167, 49.0118314038111], [2.680251003666341, 49.01453047794363], [2.683022891761096, 49.02401531928544], [2.711601974830331, 49.035830685643475], [2.721333153275509, 49.034423967596034], [2.730633245917738, 49.03165773330168], [2.731034024736574, 49.02820577484121], [2.71278405645257, 49.007563008703514]]]}";28935;241;77241;JUILLY;Commune simple;6783;68792;6784;68802;100;773;2.2;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77241;11;77;7709;0056;Juilly;ZZZZZZ;2189.0;1699.0;551.0;443.0;569.0;365.0;189.0;72.0;364.0;374.0;392.0;358.0;140.0;71.0;283.2;9.3
